Key,Summary,Status,Project,Current Size,Planned Size,Num of CPCRs/SWCRs,Fix Version/s,CSL Programs,Priority Score,Feature Type,Level
CSLSPY-96232,SUMMARY REDACTED,Open,CSL_SPY,58,58,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96230,SUMMARY REDACTED,Open,CSL_SPY,20,20,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96234,SUMMARY REDACTED,Open,CSL_SPY,10,10,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96236,SUMMARY REDACTED,Open,CSL_SPY,10,10,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96295,SUMMARY REDACTED,Open,CSL_SPY,10,10,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96235,SUMMARY REDACTED,Open,CSL_SPY,84,84,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96572,SUMMARY REDACTED,Open,CSL_SPY,18,18,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96593,SUMMARY REDACTED,Open,CSL_SPY,60,60,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96571,SUMMARY REDACTED,Open,CSL_SPY,37,37,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96570,SUMMARY REDACTED,Open,CSL_SPY,78,78,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96569,SUMMARY REDACTED,Open,CSL_SPY,30,30,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96568,SUMMARY REDACTED,Open,CSL_SPY,46,46,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96567,SUMMARY REDACTED,Open,CSL_SPY,18,18,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96566,SUMMARY REDACTED,Open,CSL_SPY,12,12,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96565,SUMMARY REDACTED,Open,CSL_SPY,28,28,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96564,SUMMARY REDACTED,Open,CSL_SPY,24,24,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96563,SUMMARY REDACTED,Open,CSL_SPY,73,73,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
AFMSCSLADS-7783,SUMMARY REDACTED,Open,AFMS_CSL_ADS,22,27,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
CSLPKDX-224,SUMMARY REDACTED,Open,CSLP_KDX,292.5,0,,CSL_R8,KDX-K2,2917,,0
ORTS-36971,SUMMARY REDACTED,Open,CSL_ORTS,13,8,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
ORTS-38272,SUMMARY REDACTED,Open,CSL_ORTS,13,8,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLMP-45410,SUMMARY REDACTED,Closed,CSL_MP,0,0,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
CSLMP-45411,SUMMARY REDACTED,Closed,CSL_MP,0,0,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLACI-39797,SUMMARY REDACTED,Open,CSL_ACI,32,32,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Product,1
CSLACI-41336,SUMMARY REDACTED,Open,CSL_ACI,32,32,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLWCS-42743,SUMMARY REDACTED,Open,CSL_WCS,58,20,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
CSLWCS-43748,SUMMARY REDACTED,Open,CSL_WCS,12,12,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLWCS-44481,SUMMARY REDACTED,Open,CSL_WCS,30,30,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLWCS-44482,SUMMARY REDACTED,Open,CSL_WCS,16,16,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLOASIS-15000,SUMMARY REDACTED,Open,CSL_OASIS,52,10,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
CSLOASIS-15495,SUMMARY REDACTED,Open,CSL_OASIS,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLOASIS-15555,SUMMARY REDACTED,Open,CSL_OASIS,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLOASIS-15698,SUMMARY REDACTED,Open,CSL_OASIS,40,40,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLCND-53807,SUMMARY REDACTED,Open,CSL_CND,85,60,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
CSLCND-54546,SUMMARY REDACTED,Open,CSL_CND,15,15,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLCND-54494,SUMMARY REDACTED,Open,CSL_CND,20,20,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLCND-54666,SUMMARY REDACTED,Open,CSL_CND,40,40,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLCND-54732,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLOASIS-14855,SUMMARY REDACTED,Open,CSL_OASIS,30,30,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Product,1
CSLOASIS-14856,SUMMARY REDACTED,Open,CSL_OASIS,30,30,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLADS-55700,SUMMARY REDACTED,Open,CSL_ADS,18,150,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Product,1
CSLADS-49644,SUMMARY REDACTED,Open,CSL_ADS,0,0,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R9",KDX-K2,2917,Team,2
CSLADS-56404,SUMMARY REDACTED,Open,CSL_ADS,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLADS-56488,SUMMARY REDACTED,Open,CSL_ADS,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Team,2
CSLSPY-94599,SUMMARY REDACTED,Open,CSL_SPY,4.5,10,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,2917,Product,1
CSLSPY-95927,SUMMARY REDACTED,Open,CSL_SPY,2,2,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLSPY-96188,SUMMARY REDACTED,Open,CSL_SPY,2,2,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLSPY-96679,SUMMARY REDACTED,Open,CSL_SPY,0.5,0.5,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,2917,Team,2
CSLPNIFCCA-142,SUMMARY REDACTED,Open,CSLP_IFC,15,0,,CSL_R8,F35,2913,,0
CSLMODSIM-21755,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,2,2,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Product,1
CSLMODSIM-23626,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,2,2,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Team,2
CSLCND-53572,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Product,1
CSLCND-54830,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Team,2
CSLADS-55652,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Product,1
CSLADS-56392,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Team,2
CSLOASIS-15086,SUMMARY REDACTED,Open,CSL_OASIS,5,10,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Product,1
CSLOASIS-15584,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",F35,2913,Team,2
CSLPVS-487,SUMMARY REDACTED,Open,CSLP_VACSSIM,54,0,,CSL_R8,VACSSim,2908,,0
CSLMODSIM-21539,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,30,40,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Product,1
CSLMODSIM-23251,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Team,2
CSLMODSIM-23252,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,15,15,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Team,2
CSLMODSIM-23253,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,5,5,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Team,2
CSLSPY-94546,SUMMARY REDACTED,Open,CSL_SPY,16,0,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Product,1
CSLSPY-96575,SUMMARY REDACTED,Open,CSL_SPY,16,16,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Team,2
CSLMP-45572,SUMMARY REDACTED,Open,CSL_MP,3,3,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Product,1
CSLMP-46834,SUMMARY REDACTED,Open,CSL_MP,3,3,,"CSL_R8, CSL_R8_InCapacity",VACSSim,,Team,2
CSLCND-53627,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Product,1
CSLCND-54527,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",VACSSim,2908,Team,2
CSLPACB20-3527,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,115,,,CSL_R8,ADS Arch,2903,,0
AFMSCSLADS-7197,SUMMARY REDACTED,Open,AFMS_CSL_ADS,115,104,,"CSL_R8, CSL_R8_InCapacity",ADS Arch,2903,,1
CSLPASTOC-31,SUMMARY REDACTED,Open,CSLP_ASToC,405,480,,CSL_R8,ASTOC,2898,,0
AFMSCSLADS-7752,SUMMARY REDACTED,Open,AFMS_CSL_ADS,180,180,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,,1
CSLSPY-94565,SUMMARY REDACTED,Open,CSL_SPY,29,300,,"CSL_R8, CSL_R8_OutOfCapacity",ASTOC,2898,Product,1
CSLSPY-95931,SUMMARY REDACTED,Open,CSL_SPY,4,4,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
CSLSPY-96532,SUMMARY REDACTED,Open,CSL_SPY,25,25,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
AFMSCSLWCS-3383,SUMMARY REDACTED,Open,AFMS_CSL_WCS,60,60,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,,1
AFMSCSLSPY-5889,SUMMARY REDACTED,Open,AFMS_CSL_SPY,18,18,0,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,,1
CSLMP-45581,SUMMARY REDACTED,Open,CSL_MP,4,4,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Product,1
CSLMP-46530,SUMMARY REDACTED,Open,CSL_MP,4,4,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
CSLOASIS-15199,SUMMARY REDACTED,Open,CSL_OASIS,31,20,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Product,1
CSLOASIS-15652,SUMMARY REDACTED,Open,CSL_OASIS,15,15,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
CSLOASIS-15650,SUMMARY REDACTED,Open,CSL_OASIS,3,3,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
CSLOASIS-15777,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
CSLOASIS-15926,SUMMARY REDACTED,Open,CSL_OASIS,8,8,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,Team,2
AFMSCSLCND-4026,SUMMARY REDACTED,Open,AFMS_CSL_CND,45,45,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,,1
AFMSCSLSPY-6025,SUMMARY REDACTED,Open,AFMS_CSL_SPY,38,38,,"CSL_R8, CSL_R8_InCapacity",ASTOC,2898,,1
CSLP9ON8-472,SUMMARY REDACTED,Open,CSLP_9on8,112.5,253,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R8",9o8,2895,,0
ORTS-29988,SUMMARY REDACTED,Resolved,CSL_ORTS,1,2.202,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Product,1
ORTS-30814,SUMMARY REDACTED,Resolved,CSL_ORTS,1,1,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLSPY-83987,SUMMARY REDACTED,Closed,CSL_SPY,49.5,60,,"CSL_R6, CSL_R6_InCapacity, CSL_R7",9o8,2895,Product,1
CSLSPY-84868,SUMMARY REDACTED,Closed,CSL_SPY,16,32,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLSPY-85036,SUMMARY REDACTED,Closed,CSL_SPY,4,4,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLSPY-84819,SUMMARY REDACTED,Closed,CSL_SPY,29.5,23,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLSPY-91712,SUMMARY REDACTED,Closed,CSL_SPY,0,15,,"CSL_R7, CSL_R7_InCapacity",9o8,2895,Team,2
CSLWCS-32433,SUMMARY REDACTED,Resolved,CSL_WCS,29,2,,CSL_R6,9o8,2895,Product,1
CSLWCS-33021,SUMMARY REDACTED,Resolved,CSL_WCS,32,51,,"CSL_R6, CSL_R6_InCapacity",,,Team,2
CSLACI-27789,SUMMARY REDACTED,Closed,CSL_ACI,13,13,,"CSL_R6_Incapacity, CSL_R6",9o8,2895,Product,1
CSLACI-27634,SUMMARY REDACTED,Closed,CSL_ACI,0,0,,"CSL_R6_Incapacity, CSL_R6",9o8,2895,Product,1
CSLCND-44643,SUMMARY REDACTED,Closed,CSL_CND,4,5.695,,"CSL_R6_InCapacity, CSL_R6",9o8,2895,Product,1
CSLCND-45518,SUMMARY REDACTED,Closed,CSL_CND,4,5,,"CSL_R6_InCapacity, CSL_R6",9o8,2895,Team,2
CSLADS-40089,SUMMARY REDACTED,Open,CSL_ADS,16,42,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_InCapacity",9o8,2895,Product,1
CSLADS-40817,SUMMARY REDACTED,Resolved,CSL_ADS,0.5,0.5,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLADS-41141,SUMMARY REDACTED,Resolved,CSL_ADS,0,9,,"CSL_R6, CSL_R7, CSL_R6_OutOfCapacity, CSL_R7_OutOfCapacity",9o8,2895,Team,2
CSLADS-40946,SUMMARY REDACTED,Resolved,CSL_ADS,1,5,,"CSL_R7, CSL_R7_InCapacity",9o8,2895,Team,2
CSLADS-40645,SUMMARY REDACTED,Closed,CSL_ADS,0,6,,"CSL_R6, CSL_R6_InCapacity",9o8,2895,Team,2
CSLADS-56742,SUMMARY REDACTED,Open,CSL_ADS,2.5,2.5,,"CSL_R8, CSL_R8_InCapacity",9o8,2895,Team,2
CSLADS-56754,SUMMARY REDACTED,Open,CSL_ADS,12,12,,CSL_R8,9o8,2895,Team,2
CSLP9ON8-550,SUMMARY REDACTED,Open,CSLP_9on8,3,0,,CSL_R8,7.2 IFF,2893,,0
CSLADS-55676,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",7.2 IFF,2893,Product,1
CSLADS-56369,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",7.2 IFF,2893,Team,2
CSLPIRAD-44,SUMMARY REDACTED,Open,CSLP_IRAD,375,359,,CSL_R8,IRAD,2888,,0
CSLOASIS-15071,SUMMARY REDACTED,Open,CSL_OASIS,71,80,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Product,1
CSLOASIS-15651,SUMMARY REDACTED,Open,CSL_OASIS,10,10,,Backlog,IRAD,2888,Team,2
CSLOASIS-15783,SUMMARY REDACTED,Open,CSL_OASIS,56,56,,Backlog,IRAD,2888,Team,2
CSLOASIS-15804,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-22541,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,169,200,,"CSL_R8, CSL_R8_OutOfCapacity",IRAD,2888,Product,1
CSLMODSIM-22855,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,3,3,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-20314,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,7,7,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23069,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,12,12,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23232,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,23,23,,"CSL_R8, CSL_R8_OutOfCapacity",IRAD,2888,Team,2
CSLMODSIM-23236,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,32,32,,"CSL_R8, CSL_R8_OutOfCapacity",IRAD,2888,Team,2
CSLMODSIM-23239,SUMMARY REDACTED,Closed,CSL_ModSimAnalysis,0,15,,CSL_R8,IRAD,2888,Team,2
CSLMODSIM-23256,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23413,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,7,7,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-20316,SUMMARY REDACTED,Closed,CSL_ModSimAnalysis,0,35,,CSL_R8,IRAD,2888,Team,2
CSLMODSIM-23666,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,15,15,,"CSL_R8, CSL_R8_OutOfCapacity",IRAD,2888,Team,2
CSLMODSIM-23667,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23707,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23714,SUMMARY REDACTED,Closed,CSL_ModSimAnalysis,0,40,,CSL_R8,IRAD,2888,Team,2
CSLMODSIM-23845,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,15,15,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23847,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-23849,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,10,10,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLMODSIM-24104,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,5,5,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
AFMSCSLCND-4028,SUMMARY REDACTED,Open,AFMS_CSL_CND,74,74,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,,1
CSLADS-55840,SUMMARY REDACTED,Open,CSL_ADS,5,21,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Product,1
CSLADS-56364,SUMMARY REDACTED,Open,CSL_ADS,5,5,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
CSLCND-54886,SUMMARY REDACTED,Open,CSL_CND,0,,,CSL_R8,IRAD,2888,Product,1
CSLWCS-44221,SUMMARY REDACTED,Open,CSL_WCS,56,56,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Product,1
CSLWCS-44222,SUMMARY REDACTED,Open,CSL_WCS,56,56,,"CSL_R8, CSL_R8_InCapacity",IRAD,2888,Team,2
